,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B,R,G,B
,Canon EOS 5DsR,,,Canon EOS 20D,,,Canon EOS 80D,,,Canon EOS_R,,,Canon Powershot G5 X,,,Canon EOS 90D,,,Canon EOS 850D,,,Canon EOS M6MII,,,Canon EOS M200,,,Fujifilm GFX 50R,,,Fujifilm X-Pro2,,,Fujifilm X-T3,,,Fujifilm X-A7,,,Fujifilm X-T4,,,Fujifilm X100V,,,Google Pixel 3,,,Huawei Mate 20 Pro,,,iPhone 8,,,iPhone X tele,,,iPhone X wide,,,iPhone XS Max,,,Konica Minolta A2,,,Konica_Minolta Dynax7D,,,Leica CL,,,Leica M Type 262,,,Nikon D800E,,,Nikon D3500,,,Nikon D7100,,,Nikon D7200,,,Nikon P1000,,,Nikon Z_7_2,,,Nikon Z6,,,Nikon Z7,,,Nikon D780,,,Nikon Z50,,,Olympus E-M5,,,Olympus OM-D E-M1MII,,,Olympus OM-D E-M5MIII,,,Panasonic G9,,,Panasonic GX8,,,Panasonic LX100M2,,,Panasonic TZ202,,,Panasonic G91,,,Panasonic TZ96,,,Samsung Galaxy Note 9,,,Samsung NX30,,,Sigma fp,,,Sony Alpha 7RM2,,,Sony alpha 6300,,,Sony Alpha77,,,Sony Alpha99,,,Sony HX95,,,Sony HX99,,,Sony Nex7,,,Sony RX100M3,,,Sony Alpha 6100,,,Sony Alpha 6600,,,Sony RX100M6,,,Sony ZV-1,,,Xiaomi MI 8,,,Sony RX1,,,Leica Q,,,Sony 7C,,,Panasonic S5,,,Panasonic Lumix DC-GH5 II,,,Panasonic DC-G110,,,Olympus E-M10,,,Nikon Z6II Dietmars,,,Nikon Z6 II,,,Nikon Z5,,,Nikon Z fc,,,Canon R5,,,Sony Alpha ZV-E1,,,Sony Alpha 9 III,,,Panasonic DC-G9 II,,,Sony Alpha 7C II,,,Sony Alpha 6700,,,Nikon Zf,,,Nikon D7000,,,Nikon D700,,,Nikon D600,,,Nikon D5200,,,Nikon D90,,,Nikon D7500,,,Canon EOS M5,,,Canon EOS 400D,,,Canon EOS 90D,,,Canon EOS 5D MkII,,,Canon EOS 4000D,,,PhaseOne IXG100 Color linearized,,,PhaseOne IXH150 Colo linearized,,,PhaseOne IXH150 Monochrome linearized,,,Sony A7R,,,Nikon Z6 II Astromodified with 3rd party filter,,,Nikon Z6 II Astromodified,,,Panasonic Lumix DC-GH5 II,,,Nikon Z fc,,,Nikon Z 6II Dietmar,,
380,0.0123225865,0.020580707,0.0149113176,0.0129060903,0.0171350278,0.0112933795,0.003179617,0.011742972,0.004181136,0.004948816,0.01472543,0.009980724,0.001645229,0.010175209,0.003618174,0.0125959178,0.0420016784,0.1774552636,0.0158266835,0.0474022258,0.1407549465,0.0124157779,0.0406110712,0.1487063984,0.0172279344,0.0490527471,0.1854865006,0.004785964,0.014376007,0.006329712,0.0056665599,0.0062662364,0.0039917844,0.0030818411,0.0121217412,0.004479827,0.015568365,0.0528747588,0.1244230835,0.0176734115,0.0300179494,0.1946210633,0.0198752419,0.034127609,0.1968325324,0.0031184938,0.0211425188,0.0080385053,0.0230562203,0.0299896699,0.0216742129,0.0027469538,0.011236561,0.0045432685,0.0021729378,0.0101510611,0.0030203644,0.0017791531,0.0112831939,0.0030587254,0.0089384664,0.017057114,0.0143408738,0.0021312813,0.0107702907,0.0001608817,0.0052549997,0.0136930466,0.0027475412,0.0012,0.0049,0.0015,0.0106,0.0012,0.0062,0.0022109214,0.0126920472,0.0064311239,0.0048177229,0.0147108413,0.0070694922,0.0023486913,0.0130874472,0.0039016023,0.0033400321,0.0128953508,0.0054411091,0.0026485854,0.0074317417,0.0017086679,0.0051584481,0.0137453491,0.0069417188,0.0027101451,0.0121988789,0.0061855428,0.0028096497,0.011359445,0.006159831,0.0171236561,0.0413119815,0.0909368026,0.0187689813,0.051527543,0.1403743384,0.0122199491,0.0205001649,0.0111042538,0.0159113417,0.0536323261,0.0885105061,0.0174100262,0.049018113,0.0859049822,0.0141593272,0.0533277085,0.0813005672,0.0135,0.02135,0.014,0.0083748592,0.0137331499,0.0105618683,0.0006297393,0.0051212403,0.0012656006,0.015961467,0.0527745132,0.0963104353,0.0093614548,0.0202547884,0.0115588825,0.0053022583,0.0093006173,0.0082968693,0.0006770582,0.0068336973,0.0020149335,0.0211740535,0.0555633027,0.1139555741,0.0025,0.0123,0.0056,0.0014797451,0.0119726454,0.00231421,0.0054,0.0139,0.0088,0.0021,0.0119,0.0058,0.0049751622,0.0104087142,0.0038646381,0.0031052756,0.0084567602,0.0026044988,0.0048864361,0.0136543805,0.008309059,0.0069942386,0.0145007523,0.0100525139,0.0107220931,0.0542828938,0.1205098504,0.0125711898,0.0589112301,0.1271827057,0,0,0,0.0150858286,0.0479624243,0.0949226297,0.0072421402,0.0360641357,0.0107143538,0.002,0.0129,0.0059,0.0014,0.0106,0.0044,0.0152,0.0399,0,0.017,0.0447,0,0.0272,0.0577,0,0.0252,0.0489,0,0.0191,0.0444,0,0.014,0.0477,0.0751,0.0069,0.029,0.0209,0.0151,0.0451,0,0.0102,0.0342,0,0.0145,0.0416,0,0.0108,0.0393,0.0694,0.0126,0.0362,0.0558,0.0098,0.0215,0.0501,0.0086,0.0378,0.0633,0.0077,0.0388,0.0661,0.015,0.0371,0.0872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151,0.0451,0.0599,0.017,0.0447,0.1036,0.0191,0.0444,0.1199
385,0.0109078779,0.0188963418,0.0130965322,0.0115529746,0.0155364516,0.0114942225,0.00278137,0.01043086,0.003349976,0.004245368,0.013076108,0.008709589,0.001567961,0.010030825,0.003122028,0.0080592784,0.0254907403,0.0906450794,0.0098786968,0.0291931885,0.0733582618,0.0082328514,0.0248947846,0.076700258,0.0108009195,0.0297586833,0.0962772385,0.004427382,0.012933465,0.005754324,0.0049961318,0.0055372463,0.0034434543,0.0029464731,0.0104651367,0.003800447,0.0090396051,0.0308524894,0.0634793943,0.0101588214,0.0171089937,0.0999746564,0.0113449839,0.0194666927,0.1006342783,0.0026115848,0.0172574548,0.0069965988,0.0188437716,0.0259899072,0.0194475752,0.0021463101,0.0097582293,0.0034645552,0.0020291674,0.0091311446,0.0025355343,0.001562625,0.0103470063,0.0025048382,0.0077421623,0.0141314039,0.0120320428,0.0062280448,0.0131422456,0.0128187407,0.0090591133,0.0157502039,0.0152196587,0.001,0.0043,0.0015,0.0181,0.0026,0.0312,0.0020569757,0.0112264505,0.0051071154,0.0046391888,0.0133369014,0.006784931,0.0022650775,0.0117336897,0.003354883,0.0032463226,0.0115791893,0.0060124763,0.0020464382,0.0069417422,0.0017840422,0.0044076433,0.0121866859,0.0056745783,0.0022994956,0.010740208,0.0045667347,0.0023576549,0.0101358302,0.0044166453,0.0099488426,0.0261923143,0.0474562207,0.0106435781,0.031125047,0.0719437993,0.0201305531,0.0265957761,0.0332115888,0.0123119981,0.0365041442,0.0523506623,0.0143233168,0.0325370455,0.0521531077,0.009198564,0.0328439805,0.0425705371,0.0122,0.01905,0.0128,0.0077109211,0.0120826337,0.0089750659,0.0005714196,0.0046005052,0.0010801984,0.010441492,0.0317644696,0.0501420523,0.0067572386,0.0144406413,0.0086891205,0.0033452553,0.0082143794,0.0057903099,0.0006979078,0.0065536483,0.001839362,0.012194898,0.0338550381,0.0588917251,0.0023,0.0109,0.0047,0.0014157886,0.0118504117,0.0022825736,0.0051,0.0139,0.0082,0.002,0.0124,0.0061,0.0044241119,0.010011389,0.0037636782,0.0029001295,0.0077220622,0.0020939507,0.0044943619,0.0122724159,0.0074526872,0.0063012219,0.013465178,0.0088234271,0.0056932585,0.031486898,0.0610557933,0.0067826538,0.0347282144,0.0648245623,0.0011292344,0.0012045167,0.0012045167,0.0096377459,0.0292695633,0.0498051824,0.0058816001,0.0295890273,0.0073916539,0.0019,0.0115,0.005,0.0012,0.0097,0.0033,0.0098,0.0261,0,0.0097,0.0275,0,0.0151,0.0345,0,0.0149,0.03,0,0.0109,0.0278,0,0.0223,0.0398,0.0673,0.0044,0.0186,0.0117,0.0092,0.0286,0,0.0059,0.0218,0,0.008,0.0251,0,0.0065,0.0256,0.039,0.0091,0.0245,0.0324,0.0067,0.0151,0.0289,0.0054,0.0249,0.0359,0.0046,0.0255,0.0372,0.0095,0.0245,0.0497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251,0.0073,0.0328,0.0451,0.0049,0.0716,0.1318,0.1318,0.1318,0.0135,0.0103,0.038,0.0079,0.0066,0.0222,0.0029,0.0016,0.0087,0.0092,0.0286,0.0316,0.0097,0.0275,0.0533,0.0109,0.0278,0.0607
390,0.0094931694,0.0172119766,0.0112817467,0.0101998589,0.0139378754,0.0116950655,0.002383123,0.009118748,0.002518817,0.003541921,0.011426787,0.007438454,0.001490692,0.009886441,0.002625881,0.003522639,0.0089798022,0.0038348951,0.0039307102,0.0109841511,0.0059615771,0.0040499249,0.009178498,0.0046941176,0.0043739046,0.0104646196,0.0070679763,0.0040688,0.011490923,0.005178936,0.0043257038,0.0048082562,0.0028951241,0.0028111051,0.0088085323,0.0031210671,0.0025108452,0.00883022,0.0025357051,0.0026442312,0.004200038,0.0053282494,0.002814726,0.0048057764,0.0044360242,0.0021046757,0.0133723909,0.0059546923,0.0146313228,0.0219901445,0.0172209375,0.0015456664,0.0082798977,0.0023858419,0.001885397,0.0081112282,0.0020507043,0.0013460969,0.0094108187,0.0019509511,0.0065458582,0.0112056937,0.0097232119,0.0103248084,0.0155142005,0.0254765997,0.012863227,0.0178073612,0.0276917762,0.0008,0.0036,0.0013,0.0252,0.004,0.0602,0.00190303,0.0097608539,0.0037831069,0.0044606548,0.0119629614,0.0065003699,0.0021814638,0.0103799323,0.0028081638,0.0031526132,0.0102630278,0.0065838435,0.001444291,0.0064517428,0.0018594165,0.0036568385,0.0106280227,0.0044074378,0.0018888461,0.009281537,0.0029479266,0.0019056601,0.0089122155,0.0026734596,0.002774029,0.0110726471,0.0039756389,0.0025181749,0.010722551,0.0035132601,0.0280411571,0.0326913874,0.0553189238,0.0087126545,0.0193759623,0.0161908184,0.0112366074,0.016055978,0.0184012333,0.0042378009,0.0123602526,0.0038405071,0.0108,0.0205,0.0116,0.007046983,0.0104321175,0.0073882636,0.0005130999,0.0040797701,0.0008947962,0.004921517,0.0107544259,0.0039736692,0.0041530224,0.0086264941,0.0058193586,0.0013882523,0.0071281414,0.0032837505,0.0007187575,0.0062735994,0.0016637905,0.0032157425,0.0121467736,0.0038278762,0.0021,0.00945,0.0038,0.0013518321,0.011728178,0.0022509373,0.0047,0.0139,0.0076,0.0019,0.01285,0.0064,0.0038730616,0.0096140639,0.0036627183,0.0026949834,0.0069873642,0.0015834027,0.0041022877,0.0108904513,0.0065963154,0.0056082051,0.0124296036,0.0075943402,0.0006644239,0.0086909022,0.0016017363,0.0009941178,0.0105451987,0.0024664188,0.0022584688,0.0024090334,0.0024090334,0.0041896632,0.0105767023,0.0046877351,0.0045210599,0.0231139188,0.0040689539,0.0019,0.0102,0.0042,0.0011,0.0087,0.0022,0.0043,0.0123,0,0.0023,0.0102,0,0.003,0.0114,0,0.0047,0.0111,0,0.0026,0.0111,0,0.0307,0.0319,0.0595,0.002,0.0083,0.0024,0.0033,0.012,0,0.0016,0.0093,0,0.0015,0.0086,0.0028,0.0022,0.0118,0.0087,0.0055,0.0127,0.0089,0.0036,0.0088,0.0076,0.0022,0.0119,0.0085,0.0015,0.0123,0.0084,0.004,0.012,0.0123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503,0.0147,0.0655,0.0902,0.0098,0.1432,0.2636,0.2636,0.2636,0.027,0.0205,0.0761,0.0157,0.0132,0.0444,0.0057,0.0031,0.0174,0.0033,0.012,0.0033,0.0023,0.0102,0.0029,0.0026,0.0111,0.0015
395,0.0101059726,0.0229602686,0.013939088,0.01075746,0.0182174868,0.0146423314,0.004417244,0.016517643,0.007109393,0.005093972,0.018474467,0.013851327,0.002369333,0.016048753,0.006491425,0.0030460025,0.0071832121,0.0041329983,0.0034726833,0.0091252588,0.0065782323,0.0034469991,0.0072704431,0.0041501623,0.0036403725,0.0083541643,0.0076295486,0.006011975,0.018081948,0.01223336,0.0061637337,0.0097317078,0.0094056046,0.0037924755,0.0151740409,0.0084740892,0.0020404216,0.0072289707,0.0026918035,0.0023153415,0.003141534,0.004444913,0.002582972,0.0039124642,0.0047538351,0.0045709286,0.0189369087,0.0138459122,0.014327134,0.025682682,0.0192301779,0.0025857014,0.0140626918,0.0067296216,0.0032049803,0.0143057447,0.0076772518,0.0031794767,0.0158021403,0.0100899749,0.0064966687,0.0176136738,0.0116045434,0.0145141035,0.0259567833,0.0737014152,0.0167373006,0.027958177,0.075729083,0.0006,0.0031,0.001,0.0306,0.0054,0.1054,0.0041285968,0.0160654704,0.0106560444,0.0059803651,0.0182143169,0.0154729551,0.0030177385,0.0157738518,0.0067093034,0.0038978642,0.0162974362,0.0118336889,0.0029707318,0.0131641489,0.0061433861,0.0051883552,0.0161801773,0.010713741,0.0037233128,0.0148416771,0.0090349042,0.0034289626,0.0143639316,0.0079636026,0.0021845034,0.0087640078,0.0039610328,0.0017696465,0.0083411467,0.002577985,0.041213119,0.0525249891,0.1213263571,0.0172474905,0.0271249637,0.0554508653,0.0196058939,0.023328766,0.0571885927,0.0036161576,0.0105100339,0.0036603778,0.0113,0.02625,0.0156,0.0068570765,0.0155268413,0.0087727756,0.0009109151,0.0107433291,0.003707675,0.0040012519,0.009018745,0.0038261025,0.0041616353,0.0072071184,0.005070546,0.0036182729,0.0125250231,0.0114864,0.0017813826,0.0123051826,0.0071944822,0.0027642891,0.009817008,0.0034156483,0.0036,0.0155,0.0118,0.0011633568,0.0100249622,0.0022108502,0.0054,0.01785,0.0117,0.0034,0.0177,0.0124,0.004709994,0.0156140766,0.005893184,0.0032705292,0.0125772487,0.0037730806,0.0057773948,0.0168531667,0.0148948106,0.0059699567,0.0180334543,0.0111533578,0.000474176,0.0066723949,0.0013646331,0.0007287697,0.0083335831,0.0023457642,0.0033877032,0.0036135501,0.0036135501,0.0031817769,0.0080649045,0.0037967152,0.0061003157,0.0252376253,0.0121507376,0.0062,0.0174,0.0175,0.0019,0.0128,0.0064,0.0036,0.0096,0,0.0016,0.0078,0,0.0025,0.0091,0.0041,0.0036,0.0089,0,0.0019,0.0084,0,0.0415,0.0444,0.124,0.0015,0.0065,0.0018,0.0025,0.0093,0,0.0011,0.0072,0,0.0017,0.0074,0.0064,0.0011,0.0073,0.0026,0.0041,0.0087,0.0036,0.0025,0.0061,0.0029,0.0013,0.0077,0.0027,0.0006,0.0078,0.002,0.0024,0.0077,0.0044,0.0006,0.0014,0.0026,0.0006,0.001,0.0013,0.0005,0.0012,0.0022,0.0003,0.0009,0.0014,0.0006,0.0014,0.0016,0.0004,0.0011,0.0007,0.001,0.001,0.0013,0.0005,0.001,0.0021,0.0008,0.0013,0.0034,0.0018,0.002,0.0044,0.0014,0.0018,0.0022,0.0706,0.0184,0.1062,0.1224,0.0099,0.215,0.3669,0.3669,0.3669,0.0313,0.023,0.0875,0.0265,0.0201,0.0872,0.0136,0.0076,0.0485,0.0025,0.0093,0.0031,0.0016,0.0078,0.0021,0.0019,0.0084,0.0013
400,0.0107187758,0.0287085607,0.0165964293,0.011315061,0.0224970983,0.0175895974,0.006451365,0.023916539,0.01169997,0.006646022,0.025522147,0.0202642,0.003247974,0.022211065,0.01035697,0.0025693659,0.005386622,0.0044311015,0.0030146565,0.0072663664,0.0071948875,0.0028440734,0.0053623883,0.003606207,0.0029068405,0.0062437091,0.0081911209,0.007955151,0.024672974,0.019287783,0.0080017637,0.0146551593,0.0159160852,0.004773846,0.0215395495,0.0138271113,0.001569998,0.0056277214,0.0028479018,0.0019864518,0.00208303,0.0035615766,0.0023512181,0.003019152,0.0050716461,0.0070371815,0.0245014266,0.0217371321,0.0140229451,0.0293752195,0.0212394183,0.0036257364,0.019845486,0.0110734012,0.0045245637,0.0205002612,0.0133037992,0.0050128564,0.0221934618,0.0182289986,0.0064474791,0.0240216539,0.013485875,0.0187033985,0.036399366,0.1219262306,0.0206113741,0.0381089927,0.1237663898,0.0004,0.0026,0.0006,0.036,0.0068,0.1505,0.0063541636,0.022370087,0.0175289819,0.0075000754,0.0244656725,0.0244455404,0.0038540132,0.0211677714,0.0106104429,0.0046431151,0.0223318445,0.0170835343,0.0044971727,0.019876555,0.0104273556,0.006719872,0.0217323319,0.0170200441,0.0055577795,0.0204018173,0.0151218818,0.004952265,0.0198156478,0.0132537455,0.0015949779,0.0064553686,0.0039464267,0.0010211181,0.0059597424,0.0016427098,0.0543850809,0.0723585908,0.1873337903,0.0257823265,0.0348739651,0.0947109123,0.0279751803,0.0306015539,0.0959759521,0.0029945143,0.0086598152,0.0034802486,0.0118,0.026,0.0196,0.00666717,0.0206215651,0.0101572875,0.0013087304,0.0174068881,0.0065205538,0.0030809868,0.0072830641,0.0036785357,0.0041702482,0.0057877427,0.0043217333,0.0058482936,0.0179219048,0.0196890494,0.0028440077,0.0183367658,0.0127251739,0.0023128358,0.0074872424,0.0030034203,0.0052,0.0215,0.0198,0.0009437519,0.007926501,0.0021686505,0.006,0.0219,0.0158,0.005,0.0226,0.0183,0.0055469264,0.0216140893,0.0081236497,0.0038460751,0.0181671332,0.0059627585,0.0074525019,0.022815882,0.0231933059,0.0063317082,0.023637305,0.0147123753,0.0002839281,0.0046538876,0.0011275299,0.0004634216,0.0061219675,0.0022251097,0.0045169376,0.0048180668,0.0048180668,0.0021738906,0.0055531067,0.0029056954,0.0076795716,0.0273613318,0.0202325213,0.0105,0.0246,0.0308,0.0027,0.0168,0.0106,0.0029,0.0069,0.0037,0.001,0.0054,0.0014,0.0019,0.0068,0.0041,0.0025,0.0066,0.0022,0.0012,0.0057,0.0011,0.0524,0.0569,0.1885,0.0011,0.0047,0.0012,0.0017,0.0066,0.0029,0.0007,0.0051,0.0011,0.002,0.0061,0.01,0.0008,0.0052,0.0027,0.0032,0.0065,0.0028,0.0019,0.0044,0.0024,0.001,0.0055,0.0024,0.0003,0.0056,0.0012,0.0018,0.0055,0.0039,0.002,0.0049,0.009,0.002,0.0035,0.0046,0.0017,0.0042,0.0076,0.0011,0.0032,0.005,0.0022,0.005,0.0056,0.0014,0.004,0.0026,0.0033,0.0036,0.0045,0.0018,0.0034,0.0074,0.0028,0.0046,0.012,0.0064,0.0071,0.0154,0.0051,0.0063,0.0078,0.0838,0.0168,0.1589,0.135,0.0028,0.2872,0.4272,0.4272,0.4272,0.022,0.0139,0.0591,0.0418,0.0274,0.1608,0.0291,0.0163,0.1132,0.0017,0.0066,0.0029,0.001,0.0054,0.0014,0.0012,0.0057,0.0011
405,0.0086956244,0.0201561043,0.0156087827,0.0093117207,0.0158939889,0.0154346851,0.004275172,0.015384658,0.011692879,0.005181844,0.018483654,0.03061592,0.002373568,0.014440981,0.010323,0.002398352,0.0043757162,0.0122041614,0.0042560102,0.0106856342,0.042239654,0.0028380537,0.0046484839,0.0134329522,0.0040754169,0.0093736028,0.0470783157,0.006525515,0.016976505,0.020663974,0.0059749946,0.0090627979,0.015447044,0.0039356905,0.014701917,0.0156568103,0.0026592739,0.0056889618,0.0141560501,0.0022197382,0.0015902952,0.0088567766,0.0029467377,0.0030235236,0.0194885771,0.0089344974,0.0189456528,0.055640394,0.016407285,0.0240148636,0.0701760207,0.0037098297,0.0131085262,0.0264751966,0.0056394766,0.0144176454,0.0440651426,0.0062305217,0.0151882379,0.0506170494,0.0053034251,0.016115173,0.0107778816,0.0169542229,0.0336334467,0.1754667185,0.018761552,0.0352027541,0.1770757369,0.0004,0.0015,0.0013,0.0341,0.0091,0.192,0.0046201864,0.0146403045,0.0155229478,0.0070414135,0.0185620509,0.0328848838,0.0026382573,0.0133298157,0.0078641503,0.0033374937,0.0140882594,0.0176878295,0.0032689648,0.0123673621,0.0084199437,0.0048794977,0.0139287316,0.0139514575,0.0036252126,0.0126788236,0.0116443801,0.0033526735,0.0124446724,0.0106404533,0.0015915171,0.0043622077,0.0057433435,0.000914159,0.0038921148,0.0028687981,0.0536912998,0.0722188244,0.2360257366,0.0311561062,0.0444419452,0.1502764512,0.033298949,0.0402062389,0.1524998114,0.0029275545,0.0068429759,0.0055452208,0.0107,0.0179,0.0252,0.0053820036,0.0139405569,0.0076859083,0.0008727052,0.0106644665,0.0043896335,0.002717747,0.0057621,0.0059791923,0.0036650216,0.0044441288,0.0034535331,0.0061695102,0.0141671422,0.0556060012,0.004400972,0.0130292398,0.0385148218,0.0021075811,0.0052654334,0.0050007282,0.0182,0.0321,0.1053,0.0059340118,0.013641195,0.0429896852,0.0087,0.0206,0.0471,0.0097,0.0226,0.0594,0.0038943496,0.0139877984,0.0060611726,0.0026407241,0.0112691568,0.004270898,0.0243133152,0.0396549082,0.1365552256,0.0052836606,0.0159644165,0.012904661,0.0055847577,0.0121815293,0.0450317843,0.0107027747,0.0203350996,0.077786398,0.0042681594,0.0043923814,0.0054085067,0.002267169,0.0043832444,0.0034760883,0.0096029336,0.0228383071,0.0477401153,0.0258,0.0319,0.1008,0.0017,0.0102,0.0073,0.0033,0.0073,0.0225,0.0012,0.0036,0.0038,0.0019,0.0047,0.0061,0.0026,0.0044,0.0032,0.0014,0.0039,0.0034,0.0507,0.0616,0.2338,0.001,0.0033,0.0012,0.0019,0.0049,0.0052,0.0007,0.0033,0.0021,0.0223,0.0275,0.129,0.0122,0.0179,0.0762,0.0029,0.0049,0.004,0.0017,0.0032,0.0025,0.0082,0.0151,0.0588,0.005,0.0123,0.0431,0.0017,0.0036,0.0058,0.0033,0.0074,0.0155,0.0032,0.005,0.0081,0.0029,0.0063,0.0132,0.0016,0.0046,0.0117,0.0034,0.0073,0.0106,0.002,0.0057,0.0043,0.005,0.006,0.0163,0.0025,0.0053,0.0164,0.0049,0.0095,0.0405,0.0095,0.0113,0.0347,0.0074,0.0094,0.0167,0.0867,0.0174,0.2342,0.1437,0,0.3786,0.4957,0.4957,0.4957,0.0888,0.0589,0.2123,0.0536,0.0395,0.2738,0.0337,0.0231,0.1727,0.0019,0.0049,0.0052,0.0012,0.0036,0.0038,0.0014,0.0039,0.0034
410,0.0060134844,0.0080284607,0.013709889,0.0066681451,0.0065701994,0.0120042283,0.001046401,0.002870082,0.010536373,0.002963609,0.007923617,0.041952352,0.001060899,0.003187799,0.009314153,0.0023037438,0.0035612315,0.0218459605,0.0059222091,0.015424442,0.0858914484,0.0029812605,0.0042331171,0.0258523726,0.0057195204,0.0138135837,0.0955469162,0.004252677,0.005708162,0.020620606,0.0029820257,0.0008414833,0.0132331222,0.0026426534,0.0045634991,0.0166056786,0.0041384747,0.0061658247,0.0282522107,0.0025935686,0.0012390028,0.0156966107,0.0037490757,0.0032523161,0.0374302881,0.0106895791,0.0106098062,0.0960466663,0.019463757,0.0163912844,0.1308444636,0.0035549375,0.0032416279,0.044641496,0.006703222,0.0052657466,0.081110185,0.0072942583,0.0048338777,0.0890673569,0.0038856551,0.0046300767,0.0069225569,0.0137204297,0.0275654019,0.2303361245,0.015480756,0.029032252,0.2317030941,0.0006,0.0013,0.0093,0.032,0.011,0.2305,0.0018963231,0.0034019222,0.0112971706,0.0060881586,0.0096196849,0.0411909168,0.0009094937,0.0021838911,0.0034559996,0.0015191543,0.002275176,0.0171307372,0.0013520946,0.0013027693,0.0048396864,0.0021961507,0.0027861926,0.0085391485,0.0007508873,0.0016350465,0.0057757587,0.0009723584,0.0018680242,0.0060513022,0.0017345725,0.0023229164,0.007993141,0.0009675922,0.0019029313,0.0046352272,0.049531083,0.0670857158,0.2803888111,0.0357396218,0.0544646699,0.209918363,0.0378613382,0.0503938982,0.2134577956,0.0029992656,0.0050344815,0.0081714684,0.0092,0.01465,0.0312,0.0038230222,0.0043156158,0.0042505563,0.0002282199,0.0005705498,0.0010227633,0.0024937637,0.0042948152,0.0088919048,0.0030313351,0.0031194553,0.002555486,0.0060135258,0.0081244685,0.0984515285,0.006081521,0.0048869365,0.0693692088,0.0019638761,0.0030706136,0.0076004201,0.0341,0.04385,0.2102,0.0122267379,0.0213091778,0.0940265285,0.0118,0.018,0.0853,0.0152,0.02135,0.1094,0.0016193956,0.0029549316,0.0029254598,0.0009901489,0.0012492152,0.0016086529,0.044970555,0.0592130122,0.2761830015,0.0038831632,0.0049723432,0.0097552637,0.0122583567,0.0220957082,0.0999713779,0.0235683031,0.0386544186,0.172268172,0.0055238444,0.0074864811,0.0254077135,0.0023604474,0.0032133821,0.0040464812,0.0116123221,0.0166535997,0.080104162,0.0438,0.0393,0.1851,0.0002,0.0009,0.002,0.0037,0.0078,0.0413,0.0014,0.0018,0.0062,0.0019,0.0027,0.008,0.0027,0.0023,0.0042,0.0015,0.0021,0.0058,0.0491,0.0663,0.2791,0.0009,0.0019,0.0012,0.0021,0.0032,0.0074,0.0008,0.0014,0.0031,0.0427,0.0489,0.248,0.0265,0.0344,0.1681,0.0027,0.0034,0.0056,0.0016,0.0021,0.0029,0.0174,0.0277,0.1294,0.0108,0.0212,0.0957,0.0016,0.0018,0.0083,0.0038,0.0057,0.0228,0.0031,0.0023,0.0125,0.0039,0.0048,0.0191,0.0014,0.0025,0.0311,0.0035,0.0046,0.0194,0.001,0.0025,0.0057,0.0038,0.0082,0.0621,0.0013,0.005,0.0406,0.008,0.0207,0.1486,0.0065,0.0117,0.0867,0.0047,0.0072,0.0389,0.0829,0.0195,0.3245,0.1498,0,0.4829,0.5695,0.5695,0.5695,0.2064,0.14,0.4866,0.0647,0.0527,0.3966,0.0355,0.0295,0.2308,0.0021,0.0032,0.0074,0.0014,0.0018,0.0062,0.0015,0.0021,0.0058
